repo,issue_id,issue_number,clean_title,clean_body,clean_text,labels_normalised,primary_label,state,created_at,closed_at,resolution_time_hours,comments_count,author_login,author_type,assignee_login,missing_version_flag,missing_error_flag,has_solution_comment
microsoft/vscode,4092784985,302669,sessions: ai code review doesn't allow running multiple times?,"if you run an ai code review on your changes, and then accept/reject the resulting comments, then the button for running a review seems to become disabled. in practice, i think it's pretty common for folks to run a couple passes of review--particularly with different models--just to make sure everything looks clean. and based on the current ux, i wasn't sure how to do that?","sessions: ai code review doesn't allow running multiple times? if you run an ai code review on your changes, and then accept/reject the resulting comments, then the button for running a review seems to become disabled. in practice, i think it's pretty common for folks to run a couple passes of review--particularly with different models--just to make sure everything looks clean. and based on the current ux, i wasn't sure how to do that?",released,released,closed,2026-03-18 05:14:08+00:00,2026-03-18 23:24:53+00:00,18.18,3,lostintangent,User,benibenj,1,1,0
microsoft/vscode,4092773655,302668,sessions: allow providing instruction when converting a code review comment to agent feedback,"when you run an ai code review, there doesn't appear to be a way to add any instruction/clarification when accepting a piece of feedback? you can only accept comments and then submit them, which feels a little inflexible, when you want to discuss some feedback and/or accept partial feedback. so i wonder how we could allow the local ai review experience to be a bit more conversational, without overcomplicating the ux 🤔","sessions: allow providing instruction when converting a code review comment to agent feedback when you run an ai code review, there doesn't appear to be a way to add any instruction/clarification when accepting a piece of feedback? you can only accept comments and then submit them, which feels a little inflexible, when you want to discuss some feedback and/or accept partial feedback. so i wonder how we could allow the local ai review experience to be a bit more conversational, without overcomplicating the ux 🤔",unlabelled,unlabelled,closed,2026-03-18 05:10:58+00:00,2026-03-18 14:34:50+00:00,9.4,2,lostintangent,User,benibenj,1,1,0
microsoft/vscode,4092715177,302660,sessions: starting multiple sessions with worktree-init actions throws a terminal error,"i have a repo with a worktree-init run action, and after starting up a few sessions in a row, i started getting the following error dialog: additionally, while the most recent sessions continues to show the task output of the action (with the [inline code] message), the previous ones just have an empty terminal open. so it almost seems like there's a bug in running a new setup task when the current session has one running?","sessions: starting multiple sessions with worktree-init actions throws a terminal error i have a repo with a worktree-init run action, and after starting up a few sessions in a row, i started getting the following error dialog: additionally, while the most recent sessions continues to show the task output of the action (with the [inline code] message), the previous ones just have an empty terminal open. so it almost seems like there's a bug in running a new setup task when the current session has one running?",unlabelled,unlabelled,closed,2026-03-18 04:55:11+00:00,2026-03-18 14:25:47+00:00,9.51,2,lostintangent,User,benibenj,1,0,1
microsoft/vscode,4092691263,302657,rate limit,"type: bug sorry, you have been rate-limited. please wait a moment before trying again. learn more server error: sorry, you've exhausted this model's rate limit. please try a different model. please review our terms of service. error code: rate limited extension version: 0.37.9 vs code version: code 1.109.5 ( [hash] , 2026-02-19t19:43:32.382z) os version: windows nt x64 10.0.26200 modes: system info |item|value| |cpus|intel(r) core(tm) ultra 5 125h (18 x 2995)| |gpu status|2d canvas: enabled gpu0: vendor= 0x8086, device=0x7d55 [intel(r) arc(tm) graphics], driver vendor=intel, driver version=31.0.101.5522 active gpu1: vendor= 0x1414, device=0x008c [microsoft basic render driver], driver version=10.0.26100.7309 machine model name: machine model version: direct rendering display compositor: disabled off ok gpu compositing: enabled multiple raster threads: enabled on opengl: enabled on rasterization: enabled raw draw: disabled off ok skia graphite: disabled off trees in viz: disabled off video decode: enabled video encode: enabled webgl: enabled webgl2: enabled webgpu: enabled webnn: disabled off| |load (avg)|undefined| |memory (system)|15.52gb (4.47gb free)| |process argv|c:\\users\\huawei\\desktop\\ecebutikyeni alan --crash-reporter-id d36b16ea-fc6d-4bfc-acbb- [hash] | |screen reader|no| |vm|0%| a/b experiments [code block]","rate limit type: bug sorry, you have been rate-limited. please wait a moment before trying again. learn more server error: sorry, you've exhausted this model's rate limit. please try a different model. please review our terms of service. error code: rate limited extension version: 0.37.9 vs code version: code 1.109.5 ( [hash] , 2026-02-19t19:43:32.382z) os version: windows nt x64 10.0.26200 modes: system info |item|value| |cpus|intel(r) core(tm) ultra 5 125h (18 x 2995)| |gpu status|2d canvas: enabled gpu0: vendor= 0x8086, device=0x7d55 [intel(r) arc(tm) graphics], driver vendor=intel, driver version=31.0.101.5522 active gpu1: vendor= 0x1414, device=0x008c [microsoft basic render driver], driver version=10.0.26100.7309 machine model name: machine model version: direct rendering display compositor: disabled off ok gpu compositing: enabled multiple raster threads: enabled on opengl: enabled on rasterization: enabled raw draw: disabled off ok skia graphite: disabled off trees in viz: disabled off video decode: enabled video encode: enabled webgl: enabled webgl2: enabled webgpu: enabled webnn: disabled off| |load (avg)|undefined| |memory (system)|15.52gb (4.47gb free)| |process argv|c:\\users\\huawei\\desktop\\ecebutikyeni alan --crash-reporter-id d36b16ea-fc6d-4bfc-acbb- [hash] | |screen reader|no| |vm|0%| a/b experiments [code block]",unlabelled,unlabelled,closed,2026-03-18 04:48:36+00:00,2026-03-18 04:50:10+00:00,0.03,2,korlord1,User,unassigned,0,0,0
microsoft/vscode,4092559544,302649,"i'm at 60% of pro, not supposed to be rate limited","type: bug i'm at 60% of pro, not supposed to be rate limited extension version: 0.38.2 vs code version: code 1.110.0 ( [hash] , 2026-03-04t01:20:28.863z) os version: linux x64 6.19.7-200.fc43.x86 64 modes: system info |item|value| |cpus|amd ryzen 7 pro 8840u w/ radeon 780m graphics (16 x 4865)| |gpu status|2d canvas: enabled gpu0: vendor= 0x0000 [google inc. (amd)], device=0x0000 [angle (amd, amd radeon 780m graphics (radeonsi phoenix llvm 21.1.8 drm 3.64 6.19.7-200.fc43.x86 64), opengl es 3.2 mesa 25.3.6)], driver vendor=mesa, driver version=25.3.6 active machine model name: machine model version: direct rendering display compositor: disabled off ok gpu compositing: enabled multiple raster threads: enabled on opengl: enabled on rasterization: enabled raw draw: disabled off ok skia graphite: disabled off trees in viz: disabled off video decode: enabled video encode: disabled software vulkan: disabled off webgl: enabled webgl2: enabled webgpu: disabled off webnn: disabled off| |load (avg)|1, 1, 1| |memory (system)|29.99gb (16.91gb free)| |process argv|--crash-reporter-id 8feaedeb-e124-4e75-af44- [hash] | |screen reader|no| |vm|0%| |desktop session|gnome| |xdg current desktop|gnome| |xdg session desktop|gnome| |xdg session type|wayland| a/b experiments [code block]","i'm at 60% of pro, not supposed to be rate limited type: bug i'm at 60% of pro, not supposed to be rate limited extension version: 0.38.2 vs code version: code 1.110.0 ( [hash] , 2026-03-04t01:20:28.863z) os version: linux x64 6.19.7-200.fc43.x86 64 modes: system info |item|value| |cpus|amd ryzen 7 pro 8840u w/ radeon 780m graphics (16 x 4865)| |gpu status|2d canvas: enabled gpu0: vendor= 0x0000 [google inc. (amd)], device=0x0000 [angle (amd, amd radeon 780m graphics (radeonsi phoenix llvm 21.1.8 drm 3.64 6.19.7-200.fc43.x86 64), opengl es 3.2 mesa 25.3.6)], driver vendor=mesa, driver version=25.3.6 active machine model name: machine model version: direct rendering display compositor: disabled off ok gpu compositing: enabled multiple raster threads: enabled on opengl: enabled on rasterization: enabled raw draw: disabled off ok skia graphite: disabled off trees in viz: disabled off video decode: enabled video encode: disabled software vulkan: disabled off webgl: enabled webgl2: enabled webgpu: disabled off webnn: disabled off| |load (avg)|1, 1, 1| |memory (system)|29.99gb (16.91gb free)| |process argv|--crash-reporter-id 8feaedeb-e124-4e75-af44- [hash] | |screen reader|no| |vm|0%| |desktop session|gnome| |xdg current desktop|gnome| |xdg session desktop|gnome| |xdg session type|wayland| a/b experiments [code block]",unlabelled,unlabelled,closed,2026-03-18 04:04:20+00:00,2026-03-18 04:05:53+00:00,0.03,2,DanyVoisine,User,unassigned,0,0,0
microsoft/vscode,4092468040,302642,claude opus and sonnet model are missing,"type: bug hey in my vs code i cant find the claude opus and sonnet models and it has just disappeared i even tried to check from other models but it shows nothing where is it pls give claude models back vs code version: code 1.111.0 (universal) ( [hash] , 2026-03-06t23:06:10z) os version: darwin arm64 24.6.0 modes: system info |item|value| |cpus|apple m4 (10 x 2400)| |gpu status|2d canvas: enabled gpu0: vendor= 0x106b [google inc. (apple)], device=0x0000 [angle (apple, angle metal renderer: apple m4, version 15.7.4 (build 24g517))], driver vendor=apple, driver version=15.7.4 active machine model name: mac machine model version: 16.12 direct rendering display compositor: disabled off ok gpu compositing: enabled multiple raster threads: enabled on opengl: enabled on rasterization: enabled raw draw: disabled off ok skia graphite: enabled on trees in viz: disabled off video decode: enabled video encode: enabled webgl: enabled webgl2: enabled webgpu: enabled webnn: disabled off| |load (avg)|2, 2, 2| |memory (system)|16.00gb (0.35gb free)| |process argv|--crash-reporter-id c130ba8c-0a7c-4aec-855a- [hash] | |screen reader|no| |vm|0%| extensions (36) extension|author (truncated)|version --- claude-code|ant|2.1.78 javascript-ejs-support|dig|1.3.3 gitlens|eam|17.11.1 code-runner|for|0.12.2 codespaces|git|1.18.7 copilot-chat|git|0.39.2 gc-excelviewer|gra|4.2.65 ejs-beautify|j69|1.0.6 vscode-peacock|joh|4.2.2 vscode-containers|ms-|2.4.1 vscode-docker|ms-|2.0.0 vscode-edge-devtools|ms-|2.1.10 data-workspace-vscode|ms-|0.6.3 mssql|ms-|1.40.0 sql-database-projects-vscode|ms-|1.5.7 debugpy|ms-|2025.18.0 python|ms-|2026.4.0 vscode-pylance|ms-|2026.1.1 jupyter|ms-|2025.9.1 jupyter-keymap|ms-|1.1.2 jupyter-renderers|ms-|1.3.0 vscode-jupyter-cell-tags|ms-|0.1.9 vscode-jupyter-slideshow|ms-|0.1.6 remote-ssh|ms-|0.122.0 remote-ssh-edit|ms-|0.87.0 remote-explorer|ms-|0.5.0 polacode|pnp|0.3.4 java|red|1.53.0 ejs-snippets|tao|0.1.0 pdf|tom|1.2.2 traycer-vscode|tra|2.15.15 vscode-gradle|vsc|3.17.2 vscode-java-debug|vsc|0.58.5 vscode-java-test|vsc|0.44.0 vscode-import-cost|wix|3.3.0 javascriptsnippets|xab|1.8.0 (2 theme extensions excluded) a/b experiments [code block]","claude opus and sonnet model are missing type: bug hey in my vs code i cant find the claude opus and sonnet models and it has just disappeared i even tried to check from other models but it shows nothing where is it pls give claude models back vs code version: code 1.111.0 (universal) ( [hash] , 2026-03-06t23:06:10z) os version: darwin arm64 24.6.0 modes: system info |item|value| |cpus|apple m4 (10 x 2400)| |gpu status|2d canvas: enabled gpu0: vendor= 0x106b [google inc. (apple)], device=0x0000 [angle (apple, angle metal renderer: apple m4, version 15.7.4 (build 24g517))], driver vendor=apple, driver version=15.7.4 active machine model name: mac machine model version: 16.12 direct rendering display compositor: disabled off ok gpu compositing: enabled multiple raster threads: enabled on opengl: enabled on rasterization: enabled raw draw: disabled off ok skia graphite: enabled on trees in viz: disabled off video decode: enabled video encode: enabled webgl: enabled webgl2: enabled webgpu: enabled webnn: disabled off| |load (avg)|2, 2, 2| |memory (system)|16.00gb (0.35gb free)| |process argv|--crash-reporter-id c130ba8c-0a7c-4aec-855a- [hash] | |screen reader|no| |vm|0%| extensions (36) extension|author (truncated)|version --- claude-code|ant|2.1.78 javascript-ejs-support|dig|1.3.3 gitlens|eam|17.11.1 code-runner|for|0.12.2 codespaces|git|1.18.7 copilot-chat|git|0.39.2 gc-excelviewer|gra|4.2.65 ejs-beautify|j69|1.0.6 vscode-peacock|joh|4.2.2 vscode-containers|ms-|2.4.1 vscode-docker|ms-|2.0.0 vscode-edge-devtools|ms-|2.1.10 data-workspace-vscode|ms-|0.6.3 mssql|ms-|1.40.0 sql-database-projects-vscode|ms-|1.5.7 debugpy|ms-|2025.18.0 python|ms-|2026.4.0 vscode-pylance|ms-|2026.1.1 jupyter|ms-|2025.9.1 jupyter-keymap|ms-|1.1.2 jupyter-renderers|ms-|1.3.0 vscode-jupyter-cell-tags|ms-|0.1.9 vscode-jupyter-slideshow|ms-|0.1.6 remote-ssh|ms-|0.122.0 remote-ssh-edit|ms-|0.87.0 remote-explorer|ms-|0.5.0 polacode|pnp|0.3.4 java|red|1.53.0 ejs-snippets|tao|0.1.0 pdf|tom|1.2.2 traycer-vscode|tra|2.15.15 vscode-gradle|vsc|3.17.2 vscode-java-debug|vsc|0.58.5 vscode-java-test|vsc|0.44.0 vscode-import-cost|wix|3.3.0 javascriptsnippets|xab|1.8.0 (2 theme extensions excluded) a/b experiments [code block]",unlabelled,unlabelled,closed,2026-03-18 03:30:03+00:00,2026-03-18 11:26:45+00:00,7.94,2,avartan007,User,lramos15,0,0,0
microsoft/vscode,4091919377,302614,"no response. the model was processing for a long time but copilot returned ""sorry, no response was returned.""","type: bug after some time claude was processing my prompt but it seemed that copilot got impacient and didn't let claude answera and just showed ""sorry, no response was returned."" extension version: 0.37.9 vs code version: code 1.109.5 (universal) ( [hash] , 2026-02-19t19:43:32.382z) os version: darwin arm64 24.6.0 modes: system info |item|value| |cpus|apple m1 (8 x 2400)| |gpu status|2d canvas: enabled gpu0: vendor= 0x106b [google inc. (apple)], device=0x0000 [angle (apple, angle metal renderer: apple m1, version 15.7.3 (build 24g419))], driver vendor=apple, driver version=15.7.3 active machine model name: macbookpro machine model version: 17.1 direct rendering display compositor: disabled off ok gpu compositing: enabled multiple raster threads: enabled on opengl: enabled on rasterization: enabled raw draw: disabled off ok skia graphite: disabled off trees in viz: disabled off video decode: enabled video encode: enabled webgl: enabled webgl2: enabled webgpu: enabled webnn: disabled off| |load (avg)|4, 3, 3| |memory (system)|16.00gb (0.07gb free)| |process argv|--crash-reporter-id 0bf88772-3bf2-4a11-bc03- [hash] | |screen reader|no| |vm|0%| a/b experiments [code block]","no response. the model was processing for a long time but copilot returned ""sorry, no response was returned."" type: bug after some time claude was processing my prompt but it seemed that copilot got impacient and didn't let claude answera and just showed ""sorry, no response was returned."" extension version: 0.37.9 vs code version: code 1.109.5 (universal) ( [hash] , 2026-02-19t19:43:32.382z) os version: darwin arm64 24.6.0 modes: system info |item|value| |cpus|apple m1 (8 x 2400)| |gpu status|2d canvas: enabled gpu0: vendor= 0x106b [google inc. (apple)], device=0x0000 [angle (apple, angle metal renderer: apple m1, version 15.7.3 (build 24g419))], driver vendor=apple, driver version=15.7.3 active machine model name: macbookpro machine model version: 17.1 direct rendering display compositor: disabled off ok gpu compositing: enabled multiple raster threads: enabled on opengl: enabled on rasterization: enabled raw draw: disabled off ok skia graphite: disabled off trees in viz: disabled off video decode: enabled video encode: enabled webgl: enabled webgl2: enabled webgpu: enabled webnn: disabled off| |load (avg)|4, 3, 3| |memory (system)|16.00gb (0.07gb free)| |process argv|--crash-reporter-id 0bf88772-3bf2-4a11-bc03- [hash] | |screen reader|no| |vm|0%| a/b experiments [code block]",unlabelled,unlabelled,closed,2026-03-18 00:23:28+00:00,2026-03-18 00:24:58+00:00,0.02,2,mrdeds,User,unassigned,0,0,0
microsoft/vscode,4091904218,302613,terminal confused by input request,"not totally sure what happened here [f300c934.copilotmd]( [url] this was something like - it ran npx, asked for input - i clicked the button in chat to say 'y' - it asked another question that the agent can't answer anyway because it needs arrows/enter input. (""install with npm and start now?"") got stuck on that [code block] - i took over and answered the question in the terminal - terminal call finished - now the agent is running more commands trying to answer the question - the terminal output is broken. i don't see any useful error messages anywhere about that - weird double-rendering of commands all over - have to consume a pru to get back on track","terminal confused by input request not totally sure what happened here [f300c934.copilotmd]( [url] this was something like - it ran npx, asked for input - i clicked the button in chat to say 'y' - it asked another question that the agent can't answer anyway because it needs arrows/enter input. (""install with npm and start now?"") got stuck on that [code block] - i took over and answered the question in the terminal - terminal call finished - now the agent is running more commands trying to answer the question - the terminal output is broken. i don't see any useful error messages anywhere about that - weird double-rendering of commands all over - have to consume a pru to get back on track",duplicate,duplicate,closed,2026-03-18 00:17:59+00:00,2026-03-18 16:50:21+00:00,16.54,7,roblourens,User,meganrogge,1,0,1
microsoft/vscode,4091653330,302600,we love anthropic models!,"type: bug please provide it back extension version: 0.39.2 vs code version: code 1.111.0 ( [hash] , 2026-03-06t23:06:10z) os version: windows nt x64 10.0.26200 modes: system info |item|value| |cpus|12th gen intel(r) core(tm) i7-12700h (20 x 2688)| |gpu status|2d canvas: enabled gpu0: vendor= 0x8086, device=0x46a6 [intel(r) iris(r) xe graphics], driver vendor=intel, driver version=31.0.101.3729 active gpu1: vendor= 0x10de, device=0x249d [nvidia geforce rtx 3070 laptop gpu], driver version=32.0.15.9579 gpu2: vendor= 0x1414, device=0x008c [microsoft basic render driver], driver version=10.0.26100.7309 machine model name: machine model version: direct rendering display compositor: disabled off ok gpu compositing: enabled multiple raster threads: enabled on opengl: enabled on rasterization: enabled raw draw: disabled off ok skia graphite: disabled off trees in viz: disabled off video decode: enabled video encode: enabled webgl: enabled webgl2: enabled webgpu: enabled webnn: disabled off| |load (avg)|undefined| |memory (system)|15.71gb (2.61gb free)| |process argv|--crash-reporter-id 9d15aed4-394f-4be3-99e2- [hash] | |screen reader|no| |vm|40%| a/b experiments [code block]","we love anthropic models! type: bug please provide it back extension version: 0.39.2 vs code version: code 1.111.0 ( [hash] , 2026-03-06t23:06:10z) os version: windows nt x64 10.0.26200 modes: system info |item|value| |cpus|12th gen intel(r) core(tm) i7-12700h (20 x 2688)| |gpu status|2d canvas: enabled gpu0: vendor= 0x8086, device=0x46a6 [intel(r) iris(r) xe graphics], driver vendor=intel, driver version=31.0.101.3729 active gpu1: vendor= 0x10de, device=0x249d [nvidia geforce rtx 3070 laptop gpu], driver version=32.0.15.9579 gpu2: vendor= 0x1414, device=0x008c [microsoft basic render driver], driver version=10.0.26100.7309 machine model name: machine model version: direct rendering display compositor: disabled off ok gpu compositing: enabled multiple raster threads: enabled on opengl: enabled on rasterization: enabled raw draw: disabled off ok skia graphite: disabled off trees in viz: disabled off video decode: enabled video encode: enabled webgl: enabled webgl2: enabled webgpu: enabled webnn: disabled off| |load (avg)|undefined| |memory (system)|15.71gb (2.61gb free)| |process argv|--crash-reporter-id 9d15aed4-394f-4be3-99e2- [hash] | |screen reader|no| |vm|40%| a/b experiments [code block]",info_needed|triage,triage,closed,2026-03-17 23:02:25+00:00,2026-03-17 23:16:28+00:00,0.23,3,IslamJihad,User,unassigned,0,0,0
microsoft/vscode,4091644955,302598,agent plugins: ${plugin root} not expanded in configuration,"does this issue occur when all extensions are disabled?: yes - vs code version: 1.111.0 - os version: macos 26.3 the variable should be expanded at build time, as noted here: [url] steps to reproduce: 1. create an [inline code] file with the following content: [code block] 2. check that variable is not expanded: [code block]","agent plugins: ${plugin root} not expanded in configuration does this issue occur when all extensions are disabled?: yes - vs code version: 1.111.0 - os version: macos 26.3 the variable should be expanded at build time, as noted here: [url] steps to reproduce: 1. create an [inline code] file with the following content: [code block] 2. check that variable is not expanded: [code block]",unlabelled,unlabelled,closed,2026-03-17 23:00:09+00:00,2026-03-18 21:31:42+00:00,22.53,3,ConsoleTVs,User,connor4312,0,1,0
microsoft/vscode,4091640248,302597,copilot chat failed to load because of incompatible verison,"- copilot chat extension version: 0.39.2 - vs code version: 1.112.0 - os version: windows 11 enterprise - feature (e.g. agent/edit/ask mode): can't open the chat - selected model (e.g. gpt 4.1, claude 3.7 sonnet): n/a - logs: steps to reproduce: 1. update vs code to the latest version 2. try to open copilot extension","copilot chat failed to load because of incompatible verison - copilot chat extension version: 0.39.2 - vs code version: 1.112.0 - os version: windows 11 enterprise - feature (e.g. agent/edit/ask mode): can't open the chat - selected model (e.g. gpt 4.1, claude 3.7 sonnet): n/a - logs: steps to reproduce: 1. update vs code to the latest version 2. try to open copilot extension",bug,bug,closed,2026-03-17 22:58:57+00:00,2026-03-17 23:17:23+00:00,0.31,6,JunyuQian,User,jukasper,0,1,0
microsoft/vscode,4091531112,302590,can't install 'github copilot chat' extension.,"github copilot chat won't work, won't install after the latest update. can't install 'github copilot chat' extension. this extension is using the api proposal 'chatdebug' that is not compatible with the current version of vs code.","can't install 'github copilot chat' extension. github copilot chat won't work, won't install after the latest update. can't install 'github copilot chat' extension. this extension is using the api proposal 'chatdebug' that is not compatible with the current version of vs code.",engineering,engineering,closed,2026-03-17 22:30:08+00:00,2026-03-17 23:19:57+00:00,0.83,13,raf-microsoft,User,mjbvz,0,1,1
microsoft/vscode,4091495590,302585,github copilot chat 0.39.1 failed to load vs code 1.112.0 version compatibility issue,"type: bug i just ran the latest vs code update (to version 1.112.0) and noticed that the github copilot chat extension now fails to load due to a version compatibility mismatch. this was working on prior to the update. i've checked the github copilot chat extension (version 0.39.1) and the extension is set to auto update with no additional updates. the overall system is running on wsl2 using ubuntu: wsl version: 2.6.3.0 kernel version: 6.6.87.2-1 wslg version: 1.0.71 msrdc version: 1.2.6353 direct3d version: 1.611.1-81528511 dxcore version: 10.0.26100.1-240331-1435.ge-release windows version: 10.0.26200.7984 ubuntu version: 22.04.5 lts (jammy jellyfish) vs code version: code 1.112.0 ( [hash] , 2026-03-17t18:09:23z) os version: windows nt x64 10.0.26200 modes: remote os version: linux x64 6.6.87.2-microsoft-standard-wsl2 system info |item|value| |cpus|intel(r) core(tm) ultra 7 165h (22 x 3072)| |gpu status|2d canvas: enabled gpu0: vendor= 0x8086, device=0x7d55 [intel(r) arc(tm) graphics], driver vendor=intel, driver version=32.0.101.6737 active gpu1: vendor= 0x1414, device=0x008c [microsoft basic render driver], driver version=10.0.26100.7309 machine model name: machine model version: direct rendering display compositor: disabled off ok gpu compositing: enabled multiple raster threads: enabled on opengl: enabled on rasterization: enabled raw draw: disabled off ok skia graphite: disabled off trees in viz: disabled off video decode: enabled video encode: enabled webgl: enabled webgl2: enabled webgpu: enabled webnn: disabled off| |load (avg)|undefined| |memory (system)|31.64gb (2.41gb free)| |process argv|--folder-uri=vscode-remote://wsl+ubuntu/home/antfour/repos/presentations --remote=wsl+ubuntu --crash-reporter-id da44d63a-57b3-4dd9-91e3- [hash] | |screen reader|no| |vm|0%| |item|value| |remote|wsl: ubuntu| |os|linux x64 6.6.87.2-microsoft-standard-wsl2| |cpus|intel(r) core(tm) ultra 7 165h (10 x 0)| |memory (system)|15.62gb (13.63gb free)| |vm|0%| extensions (18) extension|author (truncated)|version --- gitignore|cod|0.10.0 vscode-github-actions|git|0.31.0 vscode-pull-request-github|git|0.132.1 debugpy|ms-|2025.18.0 python|ms-|2026.4.0 vscode-pylance|ms-|2026.1.1 vscode-python-envs|ms-|1.22.0 jupyter|ms-|2025.9.1 jupyter-keymap|ms-|1.1.2 jupyter-renderers|ms-|1.3.0 vscode-jupyter-cell-tags|ms-|0.1.9 vscode-jupyter-slideshow|ms-|0.1.6 vscode-azurevirtualmachines|ms-|0.6.10 jupyter-keymap|ms-|1.1.2 vscode-ai-remote|ms-|1.4.5 remote-containers|ms-|0.447.0 remote-wsl|ms-|0.104.3 vscode-icons|vsc|12.17.0 a/b experiments [code block]","github copilot chat 0.39.1 failed to load vs code 1.112.0 version compatibility issue type: bug i just ran the latest vs code update (to version 1.112.0) and noticed that the github copilot chat extension now fails to load due to a version compatibility mismatch. this was working on prior to the update. i've checked the github copilot chat extension (version 0.39.1) and the extension is set to auto update with no additional updates. the overall system is running on wsl2 using ubuntu: wsl version: 2.6.3.0 kernel version: 6.6.87.2-1 wslg version: 1.0.71 msrdc version: 1.2.6353 direct3d version: 1.611.1-81528511 dxcore version: 10.0.26100.1-240331-1435.ge-release windows version: 10.0.26200.7984 ubuntu version: 22.04.5 lts (jammy jellyfish) vs code version: code 1.112.0 ( [hash] , 2026-03-17t18:09:23z) os version: windows nt x64 10.0.26200 modes: remote os version: linux x64 6.6.87.2-microsoft-standard-wsl2 system info |item|value| |cpus|intel(r) core(tm) ultra 7 165h (22 x 3072)| |gpu status|2d canvas: enabled gpu0: vendor= 0x8086, device=0x7d55 [intel(r) arc(tm) graphics], driver vendor=intel, driver version=32.0.101.6737 active gpu1: vendor= 0x1414, device=0x008c [microsoft basic render driver], driver version=10.0.26100.7309 machine model name: machine model version: direct rendering display compositor: disabled off ok gpu compositing: enabled multiple raster threads: enabled on opengl: enabled on rasterization: enabled raw draw: disabled off ok skia graphite: disabled off trees in viz: disabled off video decode: enabled video encode: enabled webgl: enabled webgl2: enabled webgpu: enabled webnn: disabled off| |load (avg)|undefined| |memory (system)|31.64gb (2.41gb free)| |process argv|--folder-uri=vscode-remote://wsl+ubuntu/home/antfour/repos/presentations --remote=wsl+ubuntu --crash-reporter-id da44d63a-57b3-4dd9-91e3- [hash] | |screen reader|no| |vm|0%| |item|value| |remote|wsl: ubuntu| |os|linux x64 6.6.87.2-microsoft-standard-wsl2| |cpus|intel(r) core(tm) ultra 7 165h (10 x 0)| |memory (system)|15.62gb (13.63gb free)| |vm|0%| extensions (18) extension|author (truncated)|version --- gitignore|cod|0.10.0 vscode-github-actions|git|0.31.0 vscode-pull-request-github|git|0.132.1 debugpy|ms-|2025.18.0 python|ms-|2026.4.0 vscode-pylance|ms-|2026.1.1 vscode-python-envs|ms-|1.22.0 jupyter|ms-|2025.9.1 jupyter-keymap|ms-|1.1.2 jupyter-renderers|ms-|1.3.0 vscode-jupyter-cell-tags|ms-|0.1.9 vscode-jupyter-slideshow|ms-|0.1.6 vscode-azurevirtualmachines|ms-|0.6.10 jupyter-keymap|ms-|1.1.2 vscode-ai-remote|ms-|1.4.5 remote-containers|ms-|0.447.0 remote-wsl|ms-|0.104.3 vscode-icons|vsc|12.17.0 a/b experiments [code block]",unlabelled,unlabelled,closed,2026-03-17 22:20:36+00:00,2026-03-17 23:17:59+00:00,0.96,6,anthonyfourie,User,chrmarti,0,0,0
microsoft/vscode,4091439075,302581,ms internal users see insiders release notes,looks like the wrong set of release notes was published to [url] on vs code stable the release notes also show the insiders release notes: originally posted by in []( [url],ms internal users see insiders release notes looks like the wrong set of release notes was published to [url] on vs code stable the release notes also show the insiders release notes: originally posted by in []( [url],unlabelled,unlabelled,closed,2026-03-17 22:05:17+00:00,2026-03-18 15:28:50+00:00,17.39,6,mjbvz,User,joaomoreno,0,1,0
microsoft/vscode,4091392337,302578,vscode + mcp server,create a read me with this,vscode + mcp server create a read me with this,info_needed|triage,triage,closed,2026-03-17 21:52:31+00:00,2026-03-17 21:53:42+00:00,0.02,2,jarlungoodoo73,User,unassigned,1,1,0
microsoft/vscode,4091318926,302570,copilot chat not compatible with the latest version of vs code,"- copilot chat extension version: - vs code version: 1.112 - - os version: - feature (e.g. agent/edit/ask mode): - selected model (e.g. gpt 4.1, claude 3.7 sonnet): - logs: steps to reproduce: 1. update vs code to 1.112 2. try to install copilot chat, ""can't install github copilot chat extension. this extension is using the api proposal chatdebug that is not compatible with the current version of vs code""","copilot chat not compatible with the latest version of vs code - copilot chat extension version: - vs code version: 1.112 - - os version: - feature (e.g. agent/edit/ask mode): - selected model (e.g. gpt 4.1, claude 3.7 sonnet): - logs: steps to reproduce: 1. update vs code to 1.112 2. try to install copilot chat, ""can't install github copilot chat extension. this extension is using the api proposal chatdebug that is not compatible with the current version of vs code""",duplicate,duplicate,closed,2026-03-17 21:33:36+00:00,2026-03-17 23:08:43+00:00,1.59,8,samantha-ying,User,mjbvz,0,1,1
